id,xspanish,complete_status,ppage,ppeduc5,ppeducat,ppgender,ppethm,pphhsize,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppstaten,PPWORKA,ppemploy,Q1_a,Q1_b,Q1_c,Q1_d,Q1_e,Q1_f,Q2,Q3,Q4,Q5,QPID,ABCAGE,Contact,weights_pid
7230485,English,qualified,70,Master’s degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$100,000 to $149,999",Never married,Metro area,West,Owned or being bought by you or someone in your household,Washington,Retired,Not working,Approve,Disapprove,Approve,Approve,Approve,Approve,Somewhat concerned,No,Excellent,Pessimistic,A Democrat,65+,"No, I am not willing to be interviewed",.4542
7230486,Spanish,qualified,45,No high school diploma or GED,Less than high school,Male,Hispanic,4,"$10,000 to $24,999",Now Married,Metro area,West,Rented for cash,California,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Very concerned,No,Poor,Pessimistic,An Independent,30-49,"No, I am not willing to be interviewed",1.8529
7230487,English,qualified,54,Master’s degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$50,000 to $74,999",Divorced,Metro area,West,Owned or being bought by you or someone in your household,Washington,Employed full-time (by someone else),Working full-time,Approve,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Somewhat concerned,Yes,Good,Optimistic,An Independent,50-64,"No, I am not willing to be interviewed",1.0174
7230488,English,qualified,79,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",3,"$10,000 to $24,999",Widowed,Metro area,West,Owned or being bought by you or someone in your household,Arizona,Retired,Not working,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Very concerned,Yes,Not so good,Skipped,Something else,65+,"No, I am not willing to be interviewed",1.0567
7230489,English,qualified,34,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro area,West,Owned or being bought by you or someone in your household,Washington,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Somewhat concerned,Yes,Good,Pessimistic,A Democrat,30-49,"No, I am not willing to be interviewed",.6663
7230490,English,qualified,44,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",3,"$150,000 or more",Now Married,Metro area,West,Owned or being bought by you or someone in your household,Arizona,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Approve,Approve,Approve,Somewhat concerned,Yes,Good,Pessimistic,An Independent,30-49,"No, I am not willing to be interviewed",1.0875
7230491,Spanish,qualified,39,High school graduate (high school diploma or the equivalent GED),High school,Female,Hispanic,2,"Less than $10,000",Now Married,Metro area,South,Rented for cash,South Carolina,Other,Working full-time,Approve,Approve,Approve,Disapprove,Disapprove,Approve,Somewhat concerned,Yes,Skipped,Optimistic,A Democrat,30-49,"No, I am not willing to be interviewed",1.6268
7230492,English,qualified,54,Bachelor’s degree,Bachelors degree or higher,Female,"2+ Races, Non-Hispanic",3,"$100,000 to $149,999",Now Married,Metro area,West,Owned or being bought by you or someone in your household,California,Self-employed,Working part-time,Approve,Approve,Approve,Approve,Approve,Approve,Not so concerned,Yes,Good,Optimistic,A Democrat,50-64,"No, I am not willing to be interviewed",.6806
7230493,English,qualified,44,No high school diploma or GED,Less than high school,Female,"Black, Non-Hispanic",3,"$25,000 to $49,999",Now Married,Metro area,South,Rented for cash,Texas,Homemaker,Not working,Approve,Approve,Approve,Approve,Approve,Approve,Somewhat concerned,No,Good,Pessimistic,A Democrat,30-49,"No, I am not willing to be interviewed",2.6918
7230494,English,qualified,30,Some college or Associate degree,Some college,Female,Hispanic,2,"$75,000 to $99,999",Now Married,Metro area,West,Rented for cash,California,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Somewhat concerned,Yes,Poor,Pessimistic,A Democrat,30-49,"Yes, I am willing to be interviewed",1.5398
7230495,English,qualified,63,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",2,"$25,000 to $49,999",Now Married,Metro area,South,Owned or being bought by you or someone in your household,South Carolina,Retired,Not working,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,Yes,Poor,Pessimistic,An Independent,50-64,"Yes, I am willing to be interviewed",1.0489
7230496,English,qualified,65,Some college or Associate degree,Some college,Female,"2+ Races, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Metro area,South,Owned or being bought by you or someone in your household,Oklahoma,Retired,Not working,Approve,Skipped,Skipped,Skipped,Disapprove,Skipped,Somewhat concerned,Yes,Good,Optimistic,A Democrat,65+,"Yes, I am willing to be interviewed",.8129
7230497,English,qualified,59,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",4,"$50,000 to $74,999",Never married,Metro area,West,Owned or being bought by you or someone in your household,Colorado,Other,Not working,Approve,Approve,Approve,Approve,Approve,Approve,Very concerned,Yes,Good,Optimistic,A Democrat,50-64,"No, I am not willing to be interviewed",.7745
7230498,English,qualified,49,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Non-metro area,MidWest,Owned or being bought by you or someone in your household,Ohio,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Not concerned at all,No,Poor,Pessimistic,A Republican,30-49,"No, I am not willing to be interviewed",.5734
7230499,English,qualified,68,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",2,"$25,000 to $49,999",Widowed,Non-metro area,MidWest,Owned or being bought by you or someone in your household,Iowa,Retired,Working part-time,Approve,Approve,Approve,Approve,Approve,Approve,Not so concerned,Yes,Good,Optimistic,A Democrat,65+,"No, I am not willing to be interviewed",.6209
7230500,English,qualified,41,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",1,"$50,000 to $74,999",Divorced,Non-metro area,NorthEast,Rented for cash,Vermont,Employed full-time (by someone else),Working full-time,Approve,Approve,Disapprove,Disapprove,Approve,Approve,Not concerned at all,Yes,Not so good,Optimistic,A Republican,30-49,"No, I am not willing to be interviewed",.9056
7230501,English,qualified,28,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",1,"$150,000 or more",Never married,Metro area,West,Rented for cash,California,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Not concerned at all,Yes,Not so good,Pessimistic,A Republican,18-29,"No, I am not willing to be interviewed",.9658
7230502,English,qualified,49,Master’s degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",1,"$100,000 to $149,999",Now Married,Metro area,South,Owned or being bought by you or someone in your household,South Carolina,Retired,Not working,Approve,Approve,Approve,Approve,Approve,Approve,Not so concerned,Yes,Good,Optimistic,Something else,30-49,"No, I am not willing to be interviewed",.9246
7230503,English,qualified,39,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",5,"$50,000 to $74,999",Now Married,Non-metro area,MidWest,Owned or being bought by you or someone in your household,Missouri,Employed full-time (by someone else),Working full-time,Approve,Approve,Disapprove,Disapprove,Approve,Disapprove,Somewhat concerned,No,Not so good,Pessimistic,An Independent,30-49,"No, I am not willing to be interviewed",1.5253
7230504,English,qualified,29,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",4,"$25,000 to $49,999",Now Married,Non-metro area,MidWest,Owned or being bought by you or someone in your household,Indiana,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Disapprove,Approve,Disapprove,Somewhat concerned,No,Good,Pessimistic,An Independent,18-29,"No, I am not willing to be interviewed",1.8271
7230505,English,qualified,36,Master’s degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$150,000 or more",Never married,Metro area,South,Owned or being bought by you or someone in your household,Tennessee,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Approve,Approve,Approve,Somewhat concerned,Yes,Good,Optimistic,A Democrat,30-49,"Yes, I am willing to be interviewed",.5659
7230506,English,qualified,49,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",5,"$150,000 or more",Now Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Indiana,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Approve,Approve,Approve,Somewhat concerned,Yes,Excellent,Optimistic,A Democrat,30-49,"No, I am not willing to be interviewed",.4038
7230507,English,qualified,68,High school graduate (high school diploma or the equivalent GED),High school,Female,"Black, Non-Hispanic",2,"Less than $10,000",Never married,Metro area,South,Rented for cash,Louisiana,Retired,Not working,Approve,Approve,Approve,Approve,Skipped,Approve,Very concerned,Yes,Excellent,Skipped,A Democrat,65+,"No, I am not willing to be interviewed",1.7083
7230508,English,qualified,41,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",3,"$10,000 to $24,999",Never married,Non-metro area,South,Occupied without payment of cash rent,Mississippi,Currently laid off,Working part-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Somewhat concerned,No,Good,Pessimistic,Something else,30-49,"Yes, I am willing to be interviewed",1.2585
7230509,English,qualified,44,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",3,"$50,000 to $74,999",Now Married,Metro area,South,Owned or being bought by you or someone in your household,North Carolina,Homemaker,Not working,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,No,Not so good,Pessimistic,A Republican,30-49,"No, I am not willing to be interviewed",1.1559
7230510,English,qualified,73,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro area,South,Owned or being bought by you or someone in your household,Maryland,Retired,Not working,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,Yes,Not so good,Pessimistic,A Republican,65+,"No, I am not willing to be interviewed",.4431
7230511,English,qualified,56,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Non-metro area,West,Owned or being bought by you or someone in your household,New Mexico,Retired,Working part-time,Approve,Approve,Approve,Approve,Approve,Approve,Somewhat concerned,Yes,Excellent,Pessimistic,An Independent,50-64,"No, I am not willing to be interviewed",.9466
7230512,English,qualified,55,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",2,"$150,000 or more",Divorced,Metro area,MidWest,Owned or being bought by you or someone in your household,Minnesota,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,No,Skipped,Pessimistic,A Republican,50-64,"No, I am not willing to be interviewed",.7901
7230513,English,qualified,68,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$50,000 to $74,999",Widowed,Metro area,West,Owned or being bought by you or someone in your household,California,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Disapprove,Disapprove,Approve,Somewhat concerned,Yes,Good,Pessimistic,Something else,65+,"Yes, I am willing to be interviewed",1.1392
7230514,English,qualified,30,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",2,"$25,000 to $49,999",Never married,Non-metro area,South,Rented for cash,Tennessee,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Skipped,Not so concerned,No,Not so good,Pessimistic,A Republican,30-49,"Yes, I am willing to be interviewed",1.1124
7230515,English,qualified,59,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Non-metro area,NorthEast,Owned or being bought by you or someone in your household,Pennsylvania,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Approve,Approve,Approve,Not so concerned,Yes,Excellent,Optimistic,A Democrat,50-64,"No, I am not willing to be interviewed",.528
7230516,English,qualified,62,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro area,West,Owned or being bought by you or someone in your household,Washington,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not concerned at all,Yes,Poor,Pessimistic,An Independent,50-64,"No, I am not willing to be interviewed",.5579
7230517,English,qualified,68,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Non-metro area,MidWest,Owned or being bought by you or someone in your household,North Dakota,Retired,Not working,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Very concerned,No,Not so good,Pessimistic,A Republican,65+,"No, I am not willing to be interviewed",.7218
