index,Event Name,Swim time,Swim date,Event description,Team Code,Team Name,Athlete Full Name,Gender,Athlete birth date,Rank_Order,City,Country Code,Duration (hh:mm:ss:ff)
4406,19th FINA World Championships Budapest 2022,07:39.36,06-21-22,Men 800 Freestyle LCM Male,USA,United States of America,"FINKE, Bobby",M,11-06-99,7,Budapest,HUN,0:07:39:36
4407,19th FINA World Championships Budapest 2022,07:39.63,06-21-22,Men 800 Freestyle LCM Male,GER,Germany,"WELLBROCK, Florian",M,08-19-97,8,Budapest,HUN,0:07:39:63
4408,16th FINA World Championships 2015,07:39.96,08-05-15,Men 800 Freestyle LCM Male,CHN,People's Republic of China,"SUN, Yang",M,12-01-91,9,Kazan,RUS,0:07:39:96
4409,19th FINA World Championships Budapest 2022,07:40.05,06-21-22,Men 800 Freestyle LCM Male,UKR,Ukraine,"ROMANCHUK, Mykhailo",M,08-07-96,10,Budapest,HUN,0:07:40:05
4410,57th International Trophy “Settecolli”,07:40.22,08-12-20,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,09-05-94,11,Rome,ITA,0:07:40:22
4411,9th FINA World Championships 2001,07:40.34,07-24-01,Men 800 Freestyle LCM Male,AUS,Australia,"HACKETT, Grant",M,05-09-80,12,Fukuoka,JPN,0:07:40:34
4412,17th FINA World Championships 2017,07:40.77,07-26-17,Men 800 Freestyle LCM Male,ITA,Italy,"DETTI, Gabriele",M,08-29-94,13,Budapest,HUN,0:07:40:77
4413,16th FINA World Championships 2015,07:40.81,08-05-15,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,09-05-94,14,Kazan,RUS,0:07:40:81
4414,European Championships 2022,07:40.86,08-13-22,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,09-05-94,15,Rome,ITA,0:07:40:86
4415,19th FINA World Championships Budapest 2022,07:41.19,06-21-22,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,09-05-94,16,Budapest,HUN,0:07:41:19
4416,Olympic Games Tokyo 2020,07:41.28,07-27-21,Men 800 Freestyle LCM Male,UKR,Ukraine,"ROMANCHUK, Mykhailo",M,08-07-96,17,Tokyo,JPN,0:07:41:28
4417,18th FINA World Championships 2019,07:41.28,07-24-19,Men 800 Freestyle LCM Male,NOR,Norway,"CHRISTIANSEN, Henrik",M,10-09-96,18,Gwangju,KOR,0:07:41:28
4418,15th FINA World Championships 2013,07:41.36,07-31-13,Men 800 Freestyle LCM Male,CHN,People's Republic of China,"SUN, Yang",M,12-01-91,19,Barcelona,ESP,0:07:41:36
4419,Malmsten Swim Open Stockholm,07:41.43,04-12-22,Men 800 Freestyle LCM Male,GER,Germany,"MARTENS, Lukas",M,12-27-01,20,Stockholm,SWE,0:07:41:43
4420,2001 Australian Championships & World Championship Trials,07:41.59,03-26-01,Men 800 Freestyle LCM Male,AUS,Australia,"THORPE, Ian",M,10-13-82,21,Hobart,AUS,0:07:41:59
4421,Italian National Championship (50m),07:41.64,04-06-17,Men 800 Freestyle LCM Male,ITA,Italy,"DETTI, Gabriele",M,08-29-94,22,Riccione,ITA,0:07:41:64
4422,17th FINA World Championships 2017,07:41.73,07-26-17,Men 800 Freestyle LCM Male,POL,Poland,"WOJDAK, Wojciech",M,03-13-96,23,Budapest,HUN,0:07:41:73
4423,Olympic Games Tokyo 2020,07:41.77,07-27-21,Men 800 Freestyle LCM Male,GER,Germany,"WELLBROCK, Florian",M,08-19-97,24,Tokyo,JPN,0:07:41:77
4424,13th FINA World Championships 2009,07:41.82,07-28-09,Men 800 Freestyle LCM Male,TUN,Tunisia,"MELLOULI, Ous",M,02-16-84,25,Rome,ITA,0:07:41:82
4425,14th FINA World Championships 2011,07:41.86,07-27-11,Men 800 Freestyle LCM Male,CAN,Canada,"COCHRANE, Ryan",M,10-29-88,26,Shanghai,CHN,0:07:41:86
4426,Olympic Games Tokyo 2020,07:41.87,07-29-21,Men 800 Freestyle LCM Male,USA,United States of America,"FINKE, Bobby",M,11-06-99,27,Tokyo,JPN,0:07:41:87
4427,13th FINA World Championships 2009,07:41.92,07-29-09,Men 800 Freestyle LCM Male,CAN,Canada,"COCHRANE, Ryan",M,10-29-88,28,Rome,ITA,0:07:41:92
4428,Italian National Championships (50m),07:41.96,04-01-21,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,09-05-94,29,Riccione,ITA,0:07:41:96
4429,18th FINA World Championships 2019,07:42.08,07-24-19,Men 800 Freestyle LCM Male,FRA,France,"AUBRY, David",M,11-08-96,30,Gwangju,KOR,0:07:42:08
4430,Olympic Games Tokyo 2020,07:42.11,07-29-21,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,09-05-94,31,Tokyo,JPN,0:07:42:11
4431,Olympic Games Tokyo 2020,07:42.33,07-29-21,Men 800 Freestyle LCM Male,UKR,Ukraine,"ROMANCHUK, Mykhailo",M,08-07-96,32,Tokyo,JPN,0:07:42:33
4432,European Championships 2016,07:42.33,05-20-16,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,09-05-94,33,London,GBR,0:07:42:33
4433,17th FINA World Championships 2017,07:42.44,07-26-17,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,09-05-94,34,Budapest,HUN,0:07:42:44
4434,Malmsten Swim Open Stockholm,07:42.49,04-15-19,Men 800 Freestyle LCM Male,UKR,Ukraine,"ROMANCHUK, Mykhailo",M,08-07-96,35,Stockholm,SWE,0:07:42:49
4435,Hancock Prospecting Australian Swimming Trials 2021,07:42.51,06-14-21,Men 800 Freestyle LCM Male,AUS,Australia,"MCLOUGHLIN, Jack Alan",M,02-01-95,36,Adelaide,AUS,0:07:42:51
4436,European Championships 2021,07:42.61,05-22-21,Men 800 Freestyle LCM Male,UKR,Ukraine,"ROMANCHUK, Mykhailo",M,08-07-96,37,Budapest,HUN,0:07:42:61
4437,18th FINA World Championships 2019,07:42.64,07-24-19,Men 800 Freestyle LCM Male,AUS,Australia,"MCLOUGHLIN, Jack Alan",M,02-01-95,38,Gwangju,KOR,0:07:42:64
4438,European Championships 2022,07:42.65,08-13-22,Men 800 Freestyle LCM Male,GER,Germany,"MARTENS, Lukas",M,12-27-01,39,Rome,ITA,0:07:42:65
4439,Olympic Games Tokyo 2020,07:42.68,07-29-21,Men 800 Freestyle LCM Male,GER,Germany,"WELLBROCK, Florian",M,08-19-97,40,Tokyo,JPN,0:07:42:68
4440,Olympic Games Tokyo 2020,07:42.72,07-27-21,Men 800 Freestyle LCM Male,USA,United States of America,"FINKE, Bobby",M,11-06-99,41,Tokyo,JPN,0:07:42:72
4441,Italian National Spring Championships (50m),07:42.74,04-08-14,Men 800 Freestyle LCM Male,ITA,Italy,"DETTI, Gabriele",M,08-29-94,42,Riccione,ITA,0:07:42:74
4442,European Championships 2018,07:42.96,08-08-18,Men 800 Freestyle LCM Male,UKR,Ukraine,"ROMANCHUK, Mykhailo",M,08-07-96,43,Glasgow,GBR,0:07:42:96
4443,Italian National Spring Championships (50m),07:43.01,04-08-14,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,09-05-94,44,Riccione,ITA,0:07:43:01
4444,Malmsten Swim Open Stockholm,07:43.03,04-15-19,Men 800 Freestyle LCM Male,GER,Germany,"WELLBROCK, Florian",M,08-19-97,45,Stockholm,SWE,0:07:43:03
4445,53th International Trophy “Settecolli”,07:43.06,06-26-16,Men 800 Freestyle LCM Male,ITA,Italy,"DETTI, Gabriele",M,08-29-94,46,Rome,ITA,0:07:43:06
4446,Malmsten Swim Open Stockholm,07:43.10,04-12-22,Men 800 Freestyle LCM Male,GER,Germany,"WELLBROCK, Florian",M,08-19-97,47,Stockholm,SWE,0:07:43:10
4447,Phillips 66 International Team Trials 2022,07:43.32,04-30-22,Men 800 Freestyle LCM Male,USA,United States of America,"FINKE, Bobby",M,11-06-99,48,Greensboro,USA,0:07:43:32
4448,European Championships 2022,07:43.37,08-13-22,Men 800 Freestyle LCM Male,ITA,Italy,"GALOSSI, Lorenzo",M,05-25-06,49,Rome,ITA,0:07:43:37
4449,European Championships 2016,07:43.52,05-20-16,Men 800 Freestyle LCM Male,ITA,Italy,"DETTI, Gabriele",M,08-29-94,50,London,GBR,0:07:43:52
4450,15th FINA World Championships 2013,07:43.60,07-31-13,Men 800 Freestyle LCM Male,USA,United States of America,"MC BROOM, Michael",M,05-16-91,51,Barcelona,ESP,0:07:43:60
4451,Canadian World Championships Trials 2013,07:43.61,04-03-13,Men 800 Freestyle LCM Male,CAN,Canada,"COCHRANE, Ryan",M,10-29-88,52,Victoria,CAN,0:07:43:61
4452,13th FINA World Championships 2009,07:43.61,07-28-09,Men 800 Freestyle LCM Male,CAN,Canada,"COCHRANE, Ryan",M,10-29-88,53,Rome,ITA,0:07:43:61
4453,European Championships 2021,07:43.62,05-22-21,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,09-05-94,54,Budapest,HUN,0:07:43:62
4454,15th FINA World Championships 2013,07:43.70,07-31-13,Men 800 Freestyle LCM Male,CAN,Canada,"COCHRANE, Ryan",M,10-29-88,55,Barcelona,ESP,0:07:43:70
4455,13th Pan Pacific Championships 2018,07:43.74,08-12-18,Men 800 Freestyle LCM Male,USA,United States of America,"GROTHE, Zane",M,04-22-92,56,Tokyo,JPN,0:07:43:74
4456,10th FINA World Championships 2003,07:43.82,07-25-03,Men 800 Freestyle LCM Male,AUS,Australia,"HACKETT, Grant",M,05-09-80,57,Barcelona,ESP,0:07:43:82
4457,Italian National Championships (50m),07:43.83,04-04-19,Men 800 Freestyle LCM Male,ITA,Italy,"DETTI, Gabriele",M,08-29-94,58,Riccione,ITA,0:07:43:83
4458,13th FINA World Championships 2009,07:43.84,07-29-09,Men 800 Freestyle LCM Male,ITA,Italy,"COLBERTALDO, Federico",M,10-17-88,59,Rome,ITA,0:07:43:84
4459,18th FINA World Championships 2019,07:43.89,07-24-19,Men 800 Freestyle LCM Male,ITA,Italy,"DETTI, Gabriele",M,08-29-94,60,Gwangju,KOR,0:07:43:89
4460,Open National Swimming Championships,07:43.90,03-11-20,Men 800 Freestyle LCM Male,UKR,Ukraine,"ROMANCHUK, Mykhailo",M,08-07-96,61,Kharkiv,UKR,0:07:43:90
4461,16th FINA World Championships 2015,07:44.02,08-05-15,Men 800 Freestyle LCM Male,AUS,Australia,"HORTON, Mack",M,04-25-96,62,Kazan,RUS,0:07:44:02
4462,Chinese National Championships (50m),07:44.12,04-02-11,Men 800 Freestyle LCM Male,CHN,People's Republic of China,"SUN, Yang",M,12-01-91,63,Wuhan,CHN,0:07:44:12
4463,19th FINA World Championships Budapest 2022,07:44.19,06-25-22,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,09-05-94,64,Budapest,HUN,0:07:44:19
4464,17th FINA World Championships 2017,07:44.21,07-26-17,Men 800 Freestyle LCM Male,NOR,Norway,"CHRISTIANSEN, Henrik",M,10-09-96,65,Budapest,HUN,0:07:44:21
4465,15th FINA World Championships 2013,07:44.26,07-31-13,Men 800 Freestyle LCM Male,USA,United States of America,"JAEGER, Connor",M,04-30-91,66,Barcelona,ESP,0:07:44:26
4466,13th FINA World Championships 2009,07:44.29,07-28-09,Men 800 Freestyle LCM Male,ITA,Italy,"COLBERTALDO, Federico",M,10-17-88,67,Rome,ITA,0:07:44:29
4467,13th FINA World Championships 2009,07:44.32,07-29-09,Men 800 Freestyle LCM Male,GBR,Great Britain,"DAVIES, David",M,03-03-85,68,Rome,ITA,0:07:44:32
4468,9th FINA World Championships 2001,07:44.47,07-29-01,Men 800 Freestyle LCM Male,AUS,Australia,"HACKETT, Grant",M,05-09-80,69,Fukuoka,JPN,0:07:44:47
4469,16th FINA World Championships 2015,07:44.51,08-05-15,Men 800 Freestyle LCM Male,USA,United States of America,"JAEGER, Connor",M,04-30-91,70,Kazan,RUS,0:07:44:51
4470,US National Championships (50m),07:44.57,07-29-18,Men 800 Freestyle LCM Male,USA,United States of America,"GROTHE, Zane",M,04-22-92,71,Irvine,USA,0:07:44:57
4471,19th FINA World Championships Budapest 2022,07:44.75,06-20-22,Men 800 Freestyle LCM Male,UKR,Ukraine,"ROMANCHUK, Mykhailo",M,08-07-96,72,Budapest,HUN,0:07:44:75
4472,16th FINA World Championships 2015,07:44.77,08-04-15,Men 800 Freestyle LCM Male,USA,United States of America,"JAEGER, Connor",M,04-30-91,73,Kazan,RUS,0:07:44:77
4473,9th Pan Pacific Championships 2002,07:44.78,08-25-02,Men 800 Freestyle LCM Male,AUS,Australia,"HACKETT, Grant",M,05-09-80,74,Yokohama,JPN,0:07:44:78
4474,19th FINA World Championships Budapest 2022,07:44.80,06-20-22,Men 800 Freestyle LCM Male,GER,Germany,"WELLBROCK, Florian",M,08-19-97,75,Budapest,HUN,0:07:44:80
4475,14th FINA World Championships 2011,07:44.94,07-27-11,Men 800 Freestyle LCM Male,HUN,Hungary,"KIS, Gergo",M,01-19-88,76,Shanghai,CHN,0:07:44:94
4476,Olympic Games Rio 2016,07:44.97,08-13-16,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,09-05-94,77,Rio de Janeiro,BRA,0:07:44:97
4477,European Championships 2014,07:44.98,08-22-14,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,09-05-94,78,Berlin,GER,0:07:44:98
4478,Olympic Games Tokyo 2020,07:45.00,07-29-21,Men 800 Freestyle LCM Male,AUS,Australia,"MCLOUGHLIN, Jack Alan",M,02-01-95,79,Tokyo,JPN,0:07:45:00
4479,18th FINA World Championships 2019,07:45.01,07-24-19,Men 800 Freestyle LCM Male,CHN,People's Republic of China,"SUN, Yang",M,12-01-91,80,Gwangju,KOR,0:07:45:01
4480,European Championships 2022,07:45.02,08-16-22,Men 800 Freestyle LCM Male,UKR,Ukraine,"ROMANCHUK, Mykhailo",M,08-07-96,81,Rome,ITA,0:07:45:02
4481,European Championships 2022,07:45.03,08-13-22,Men 800 Freestyle LCM Male,UKR,Ukraine,"ROMANCHUK, Mykhailo",M,08-07-96,82,Rome,ITA,0:07:45:03
4482,Olympic Games Tokyo 2020,07:45.11,07-29-21,Men 800 Freestyle LCM Male,UKR,Ukraine,"FROLOV, Sergii",M,04-14-92,83,Tokyo,JPN,0:07:45:11
4483,Malmsten Swim Open Stockholm,07:45.11,04-15-19,Men 800 Freestyle LCM Male,NOR,Norway,"CHRISTIANSEN, Henrik",M,10-09-96,84,Stockholm,SWE,0:07:45:11
4484,European Championships 2018,07:45.12,08-08-18,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,09-05-94,85,Glasgow,GBR,0:07:45:12
4485,16th FINA World Championships 2015,07:45.15,08-04-15,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,09-05-94,86,Kazan,RUS,0:07:45:15
4486,13th Pan Pacific Championships 2018,07:45.19,08-12-18,Men 800 Freestyle LCM Male,USA,United States of America,"WILIMOVSKY, Jordan",M,04-22-94,87,Tokyo,JPN,0:07:45:19
4487,14th FINA World Championships 2011,07:45.29,07-26-11,Men 800 Freestyle LCM Male,CHN,People's Republic of China,"SUN, Yang",M,12-01-91,88,Shanghai,CHN,0:07:45:29
4488,Australian National Championships (50m),07:45.30,05-20-22,Men 800 Freestyle LCM Male,AUS,Australia,"WINNINGTON, Elijah",M,05-05-00,89,Adelaide,AUS,0:07:45:30
4489,17th FINA World Championships 2017,07:45.31,07-25-17,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,09-05-94,90,Budapest,HUN,0:07:45:31
4490,Malmsten Swim Open Stockholm,07:45.32,04-12-22,Men 800 Freestyle LCM Male,AUT,Austria,"AUBOECK, Felix",M,12-19-96,91,Stockholm,SWE,0:07:45:32
4491,Italian National Championships (50m),07:45.35,04-04-19,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,09-05-94,92,Riccione,ITA,0:07:45:35
4492,12th Pan Pacific Championships 2014,07:45.39,08-24-14,Men 800 Freestyle LCM Male,CAN,Canada,"COCHRANE, Ryan",M,10-29-88,93,Gold Coast,AUS,0:07:45:39
4493,57th International Trophy “Settecolli”,07:45.41,08-13-20,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,09-05-94,94,Rome,ITA,0:07:45:41
4494,Olympic Games London 2012,07:45.45,08-04-12,Men 800 Freestyle LCM Male,CHN,People's Republic of China,"SUN, Yang",M,12-01-91,95,London,GBR,0:07:45:45
4495,19th FINA World Championships Budapest 2022,07:45.48,06-21-22,Men 800 Freestyle LCM Male,BRA,Brazil,"COSTA, Guilherme",M,10-01-98,96,Budapest,HUN,0:07:45:48
4496,Campionato Italiano Assoluto UnipolSai 2018,07:45.53,04-12-18,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,09-05-94,97,Riccione,ITA,0:07:45:53
4497,Campionato Italiano Assoluto UnipolSai 2018,07:45.53,04-10-18,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,09-05-94,98,Riccione,ITA,0:07:45:53
4498,National French Championships (50m),07:45.54,06-17-21,Men 800 Freestyle LCM Male,TUN,Tunisia,"HAFNAOUI, Ahmed",M,12-04-02,99,Chartres,FRA,0:07:45:54
4499,14th FINA World Championships 2011,07:45.55,07-26-11,Men 800 Freestyle LCM Male,FAR,Faroe Islands,"JOENSEN, Pal",M,12-10-90,100,Shanghai,CHN,0:07:45:55
4500,17th FINA World Championships 2017,07:45.57,07-30-17,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,09-05-94,101,Budapest,HUN,0:07:45:57
4501,14th FINA World Championships 2011,07:45.57,07-26-11,Men 800 Freestyle LCM Male,CAN,Canada,"COCHRANE, Ryan",M,10-29-88,102,Shanghai,CHN,0:07:45:57
4502,European Championships 2018,07:45.60,08-08-18,Men 800 Freestyle LCM Male,GER,Germany,"WELLBROCK, Florian",M,08-19-97,103,Glasgow,GBR,0:07:45:60
4503,Chinese National Championships (50m),07:45.60,04-01-13,Men 800 Freestyle LCM Male,CHN,People's Republic of China,"SUN, Yang",M,12-01-91,104,Zhengzhou,CHN,0:07:45:60
4504,11th FINA World Championships 2005,07:45.63,07-27-05,Men 800 Freestyle LCM Male,USA,United States of America,"JENSEN, Larsen",M,09-01-85,105,Montreal,CAN,0:07:45:63
4505,16th FINA World Championships 2015,07:45.66,08-05-15,Men 800 Freestyle LCM Male,NOR,Norway,"CHRISTIANSEN, Henrik",M,10-09-96,106,Kazan,RUS,0:07:45:66
4506,4th FINA World Junior Swimming Championships 2013,07:45.67,08-28-13,Men 800 Freestyle LCM Male,AUS,Australia,"HORTON, Mack",M,04-25-96,107,Dubai,UAE,0:07:45:67
4507,18th FINA World Championships 2019,07:45.70,07-23-19,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,09-05-94,108,Gwangju,KOR,0:07:45:70
4508,Olympic Games Tokyo 2020,07:45.73,07-27-21,Men 800 Freestyle LCM Male,AUT,Austria,"AUBOECK, Felix",M,12-19-96,109,Tokyo,JPN,0:07:45:73
4509,29th Summer Universiade 2017,07:45.76,08-24-17,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,09-05-94,110,Taipei City,TPE,0:07:45:76
4510,European Championships 2022,07:45.80,08-16-22,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,09-05-94,111,Rome,ITA,0:07:45:80
4511,17th FINA World Championships 2017,07:45.85,07-30-17,Men 800 Freestyle LCM Male,UKR,Ukraine,"ROMANCHUK, Mykhailo",M,08-07-96,112,Budapest,HUN,0:07:45:85
4512,13th FINA World Championships 2009,07:45.89,07-28-09,Men 800 Freestyle LCM Male,GBR,Great Britain,"DAVIES, David",M,03-03-85,113,Rome,ITA,0:07:45:89
4513,16th FINA World Championships 2015,07:45.90,08-05-15,Men 800 Freestyle LCM Male,POL,Poland,"WOJDAK, Wojciech",M,03-13-96,114,Kazan,RUS,0:07:45:90
4514,7th FINA World Junior Swimming Championships 2019,07:45.92,08-22-19,Men 800 Freestyle LCM Male,CRO,Croatia,"GRGIC, Franko",M,01-31-03,115,Budapest,HUN,0:07:45:92
4515,14th FINA World Championships 2011,07:45.99,07-27-11,Men 800 Freestyle LCM Male,TUN,Tunisia,"MELLOULI, Ous",M,02-16-84,116,Shanghai,CHN,0:07:45:99
4516,15th Commonwealth Games 1994,07:46.00,08-19-94,Men 800 Freestyle LCM Male,AUS,Australia,"PERKINS, Kieren",M,08-14-73,117,Victoria,CAN,0:07:46:00
4517,Italian National Championships (50m),07:46.01,04-11-22,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,09-05-94,118,Milano,ITA,0:07:46:01
4518,57th International Trophy “Settecolli”,07:46.04,08-12-20,Men 800 Freestyle LCM Male,ITA,Italy,"DETTI, Gabriele",M,08-29-94,119,Rome,ITA,0:07:46:04
4519,13th FINA World Championships 2009,07:46.05,07-28-09,Men 800 Freestyle LCM Male,RUS,Russian Federation,"PRILUKOV, Yuriy",M,06-14-84,120,Rome,ITA,0:07:46:05
4520,Australian National Championships (50m),07:46.07,04-07-16,Men 800 Freestyle LCM Male,AUS,Australia,"HORTON, Mack",M,04-25-96,121,Adelaide,AUS,0:07:46:07
4521,19th FINA World Championships Budapest 2022,07:46.08,06-20-22,Men 800 Freestyle LCM Male,ITA,Italy,"DETTI, Gabriele",M,08-29-94,122,Budapest,HUN,0:07:46:08
4522,Olympic Games Tokyo 2020,07:46.09,07-27-21,Men 800 Freestyle LCM Male,BRA,Brazil,"COSTA, Guilherme",M,10-01-98,123,Tokyo,JPN,0:07:46:09
4523,European Championships 2021,07:46.10,05-22-21,Men 800 Freestyle LCM Male,ITA,Italy,"DETTI, Gabriele",M,08-29-94,124,Budapest,HUN,0:07:46:10
4524,19th FINA World Championships Budapest 2022,07:46.24,06-20-22,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,09-05-94,125,Budapest,HUN,0:07:46:24
4525,European Championships 2016,07:46.24,05-18-16,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,09-05-94,126,London,GBR,0:07:46:24
4526,29th Summer Universiade 2017,07:46.28,08-24-17,Men 800 Freestyle LCM Male,UKR,Ukraine,"ROMANCHUK, Mykhailo",M,08-07-96,127,Taipei City,TPE,0:07:46:28
4527,French National Championships (50m),07:46.30,04-20-19,Men 800 Freestyle LCM Male,FRA,France,"AUBRY, David",M,11-08-96,128,Rennes,FRA,0:07:46:30
4528,19th FINA World Championships Budapest 2022,07:46.32,06-20-22,Men 800 Freestyle LCM Male,IRL,Ireland,"WIFFEN, Daniel",M,07-14-01,129,Budapest,HUN,0:07:46:32
4529,55th International Trophy “Settecolli”,07:46.33,06-30-18,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,09-05-94,130,Rome,ITA,0:07:46:33
4530,55th International Trophy “Settecolli”,07:46.33,06-29-18,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,09-05-94,131,Rome,ITA,0:07:46:33
4531,19th FINA World Championships Budapest 2022,07:46.36,06-20-22,Men 800 Freestyle LCM Male,USA,United States of America,"FINKE, Bobby",M,11-06-99,132,Budapest,HUN,0:07:46:36
4532,18th FINA World Championships 2019,07:46.37,07-23-19,Men 800 Freestyle LCM Male,FRA,France,"AUBRY, David",M,11-08-96,133,Gwangju,KOR,0:07:46:37
4533,Italian National Championships (50m),07:46.39,04-06-19,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,09-05-94,134,Riccione,ITA,0:07:46:39
4534,17th FINA World Championships 2017,07:46.39,07-25-17,Men 800 Freestyle LCM Male,POL,Poland,"WOJDAK, Wojciech",M,03-13-96,135,Budapest,HUN,0:07:46:39
4535,16th FINA World Championships 2015,07:46.41,08-04-15,Men 800 Freestyle LCM Male,GBR,Great Britain,"MILNE, Stephen",M,04-29-94,136,Kazan,RUS,0:07:46:41
4536,18th FINA World Championships 2019,07:46.42,07-23-19,Men 800 Freestyle LCM Male,AUS,Australia,"MCLOUGHLIN, Jack Alan",M,02-01-95,137,Gwangju,KOR,0:07:46:42
4537,18th FINA World Championships 2019,07:46.46,07-23-19,Men 800 Freestyle LCM Male,ITA,Italy,"DETTI, Gabriele",M,08-29-94,138,Gwangju,KOR,0:07:46:46
4538,Italian Open Swimming Championships,07:46.49,12-18-20,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,09-05-94,139,Riccione,ITA,0:07:46:49
4539,14th FINA World Championships 2011,07:46.51,07-27-11,Men 800 Freestyle LCM Male,FAR,Faroe Islands,"JOENSEN, Pal",M,12-10-90,140,Shanghai,CHN,0:07:46:51
4540,14th FINA World Championships 2011,07:46.52,07-27-11,Men 800 Freestyle LCM Male,USA,United States of America,"LA TOURETTE, Chad",M,10-07-88,141,Shanghai,CHN,0:07:46:52
4541,18th FINA World Championships 2019,07:46.53,07-23-19,Men 800 Freestyle LCM Male,NOR,Norway,"CHRISTIANSEN, Henrik",M,10-09-96,142,Gwangju,KOR,0:07:46:53
4542,Italian National Championships (50m),07:46.58,04-01-21,Men 800 Freestyle LCM Male,ITA,Italy,"DETTI, Gabriele",M,08-29-94,143,Riccione,ITA,0:07:46:58
